lat,lng,altitude,tower_distance,signal_strength
23.748906643496635,90.3702832475113,60,1,-52.00987971663527
23.74892164548892,90.3702790968827,60,1,-53.04645167113174
23.748907773440237,90.37027506544167,60,1,-49.691981576753776
23.74890543127698,90.3703033216713,60,1,-49.83658589350478
23.748922186880318,90.37028352624283,60,1,-51.43729942438132
23.748922367829532,90.37028528202518,60,1,-49.30222406606173
23.748922528053605,90.37028699704616,60,1,-51.02716345699842
23.74892274571923,90.3702896474701,60,1,-49.49346099030578
23.74891881307567,90.37035015317569,60,1,-49.18019874732614
23.7489079765658,90.37027391725901,60,1,-50.962841902070046
23.748919520076534,90.37026802187445,60,1,-47.8037660043675
23.748923318959353,90.37031473548092,60,1,-51.241033012145145
23.748922652214013,90.37028845591924,60,1,-49.61297867070215
23.74890590569839,90.37029175259221,60,1,-51.74691441464071
23.74892340846156,90.3703073657051,60,1,-52.51902539904436
23.748908390373057,90.3703440071864,60,1,-53.26840856378364
23.74891779474541,90.370352793709,60,1,-46.674812234460056
23.74892332945214,90.37031432678761,60,1,-52.4374635028616
23.7489168582759,90.37035452703097,60,1,-49.3508329503252
23.74890711878854,90.37033644121227,60,1,-53.25129489689612
23.748905444793625,90.37031318893702,60,1,-47.700623084398785
23.748919687972354,90.37034713888494,60,1,-51.99879180648489
23.748921918235553,90.37028119647707,60,1,-53.016562961915504
23.74891251765313,90.37035529653221,60,1,-47.21187420741645
23.748907469935226,90.37027693183528,60,1,-51.7008634413269
23.74891132761186,90.3702623392625,60,1,-53.36918222303375
23.748914044745852,90.37035632856572,60,1,-49.31728468866172
23.748909048046166,90.37034688702023,60,1,-51.67486226233082
23.748915946827896,90.3702601534786,60,1,-47.221916555274085
23.74892145878849,90.37033801497752,60,1,-46.29763004149426
23.7489085948335,90.3703449626809,60,1,-52.92781870629066
23.74890568496548,90.37032018001032,60,1,-46.192930186001526
23.748907090690377,90.3702795674104,60,1,-49.18413954861698
23.74890683627176,90.37033422908354,60,1,-46.67790530354168
23.74892256473849,90.37032838499476,60,1,-52.05794827157256
23.748905419333976,90.37031174146558,60,1,-48.63570478247026
23.748923131117753,90.37031984478419,60,1,-50.820888197607566
23.74891203941001,90.37035467289735,60,1,-51.97456565657642
23.748917420823,90.37035356042298,60,1,-49.59441427503834
23.748923305364094,90.37031523056277,60,1,-50.36868232529186
23.748911923892233,90.37026130028485,60,1,-49.00158754725894
23.748907192276167,90.37033697605129,60,1,-50.053454462533914
23.74891774535606,90.37026289911657,60,1,-47.5651299104091
23.748914716967516,90.37035633625558,60,1,-51.13917838263873
23.748919359597327,90.37034836085098,60,1,-51.74298950725286
23.748921897946058,90.37033476811949,60,1,-49.51385937713197
23.748914500463947,90.37035636324875,60,1,-48.1379423449358
23.748905391399735,90.3703083616758,60,1,-48.11300849922452
23.74890543334777,90.37031259425203,60,1,-51.43891370100994
23.748911282394772,90.37026242824842,60,1,-49.276777410681966
23.748906201388532,90.3702878103683,60,1,-49.81123860334658
23.74891739993627,90.37026219973995,60,1,-52.31641909221001
23.748923157995446,90.37029653895691,60,1,-51.84444486245928
23.748922856773046,90.37032460778464,60,1,-52.006730994480456
23.74892240957743,90.37033008711246,60,1,-49.793479437709856
23.74890691042401,90.37028096440105,60,1,-53.92988031627247
23.748915197052572,90.37035617620629,60,1,-51.50179289321227
23.748905393571423,90.3703067400718,60,1,-48.20705193997682
23.74892297378004,90.37029301786337,60,1,-51.02456294124182
23.7489228181707,90.37032516276606,60,1,-47.46299301655927
23.748905658964294,90.37029616702897,60,1,-50.50575821764108
23.748906248023967,90.37028726842512,60,1,-52.68484396900851
23.74892326987659,90.37031638490332,60,1,-50.19725041971498
23.748907613621572,90.3703397758146,60,1,-53.44157075970533
23.7489053916574,90.37030731050756,60,1,-50.80489721802678
23.748909372057373,90.37026768402343,60,1,-51.48728094009871
23.748921961946884,90.37028155611166,60,1,-47.41794208786603
23.748922970163783,90.37029295770127,60,1,-51.7983653468254
23.74892270893949,90.37032663187775,60,1,-54.69002036124853
23.748923109256694,90.37029550192138,60,1,-53.133403279519825
23.74891236072192,90.37026069174046,60,1,-47.065438912336305
