lat,lng,altitude,tower_distance,signal_strength
23.747290230865516,90.36065545772206,50,1,0.8652527416737212
23.74237572653658,90.37703747819471,50,1,1.1656981540950697
23.74174933910518,90.36438830252854,50,1,0.9614454292767888
23.740386691346945,90.37339306721124,50,1,0.906291265019458
23.75492338705358,90.36301268198957,50,1,0.974881645001973
23.75440487699422,90.3625402048983,50,1,1.1474198096896842
23.75090227240809,90.36073702699636,50,1,1.156305699165469
23.7549720760953,90.36306090372291,50,1,0.9809006161407056
23.742722785231567,90.37741850392324,50,1,1.0466235934978116
23.750906666369744,90.36073811756403,50,1,0.9188823507657763
23.744471109833032,90.36177833889496,50,1,1.0079508370393933
23.741199322584542,90.36528068261474,50,1,1.0078718407943172
23.742536498553257,90.36339661511518,50,1,0.8385617928292702
23.739931788392102,90.37041146106137,50,1,0.9720100261883942
23.73995179131508,90.36964519947678,50,1,0.8699177281367237
23.751263189053223,90.3608351266026,50,1,0.9572551064874086
23.74613296208326,90.37963978944194,50,1,0.7407337400528577
23.742614102869286,90.36331217194922,50,1,0.7147286970449966
23.740454844424363,90.36700636761174,50,1,1.008918712646378
23.757807665920566,90.36892332593627,50,1,0.9201058183052089
23.747706852098517,90.36058278904471,50,1,0.9393597782148911
23.750890800878125,90.36073419172914,50,1,0.8411333952416465
23.75684226990942,90.37492307189272,50,1,0.9839173197485125
23.749767732009392,90.38007770547667,50,1,1.1527549330257985
23.754582212334917,90.36269375123301,50,1,1.0141711568822283
23.746330803468247,90.36090837516315,50,1,0.9286366747689492
23.755572885145458,90.35207730277169,50,2,1.0042550504889995
23.76667286259148,90.36733148421712,50,2,1.053562847327489
23.7312533949274,90.36670523512349,50,2,0.9937366990917365
23.766815702377233,90.37197503661898,50,2,0.9607660383757589
23.76678169577468,90.36825091458093,50,2,0.7488098252945405
23.746886561881933,90.38981084272291,50,2,0.9519101905432658
23.742283092806055,90.3885503172479,50,2,0.9153521212763464
23.741296433870687,90.35253137312196,50,2,1.099253427281175
23.758386422621147,90.35362901908894,50,2,0.9940384467010508
23.759757805891535,90.35465761617843,50,2,1.012954808463702
23.734782766869877,90.38242852390185,50,2,0.8222442204485299
23.74059829539865,90.38770695731911,50,2,1.159369538687119
23.73129831636409,90.37416415106867,50,2,0.9463032866044018
23.73763768672545,90.35502748589317,50,2,0.9117455102281659
23.766836872119384,90.36893890397337,50,2,0.9795347944104595
23.736235850476973,90.35640075413218,50,2,0.9413686526724218
23.731298677576266,90.37416612007029,50,2,0.7834148491158252
23.754390988569085,90.38900211338006,50,2,0.9497397594271504
23.743069366658613,90.3517473320054,50,2,0.7708457765696681
23.764591291180185,90.37989594333229,50,2,0.9472051634574521
23.73142351842718,90.37479310366952,50,2,0.8264527971905427
23.733251764625198,90.37992371172295,50,2,0.8542703176794382
23.766456717117077,90.36606923728165,50,2,0.798840782925264
23.757106392511513,90.38777709249581,50,2,0.8531728466171606
23.748060883109023,90.35070169059539,50,2,1.0567185429020605
23.738320417017285,90.38616076968525,50,2,0.78006883212154
23.732183011858478,90.36315665281874,50,2,1.038411430195718
23.744760714224256,90.38940449244863,50,2,0.8706208561061366
23.73911918093296,90.38676245752335,50,2,0.6525501957064805
23.75650324164959,90.35251651059177,50,2,0.8569490097657482
23.757274779461046,90.3529341868077,50,2,0.8381375104202716
23.754346178237018,90.35159808841945,50,2,0.9437849228896479
23.76361358685625,90.38159412053915,50,2,1.019392318550486
23.766801231686856,90.36846467473376,50,2,0.8355688076011765
23.764655329561695,90.36084591621618,50,2,0.998816096959479
23.73159435043171,90.37552471075342,50,2,0.7186027119314774
23.73294269401865,90.3792964382209,50,2,0.9314428348139266
23.731660000175072,90.36483758666063,50,2,0.8090511824590333
23.76457766677956,90.3606933159372,50,2,0.8398429467424979
23.74068644694234,90.38775690878249,50,2,0.8273788405891787
23.739811185257764,90.3533856665829,50,2,1.005086409463173
23.739591974098634,90.35352871796384,50,2,0.9772359211434837
23.736253467009156,90.35638161129509,50,2,1.0569487040849654
23.731659659649424,90.37577693116349,50,2,0.9595085385407587
23.734204600145265,90.35903819574959,50,2,0.8026257988031965
23.75764293214604,90.35315165778132,50,2,0.8760768413564545
23.736380236439064,90.35624540365819,50,2,0.8319587467650413
23.73307353704771,90.361047118238,50,2,0.9495686534361311
23.74543006559391,90.38956360283791,50,2,0.9001118904956726
23.750854983537277,90.35079436442467,50,2,0.9918290381509454
23.745820107499743,90.38964296583102,50,2,0.9404122481733156
23.76565550885091,90.37743194171927,50,2,0.9316754290169743
23.76400905074301,90.38095287263731,50,2,1.0145818030392721
23.735358828955384,90.35742586850876,50,2,0.7476861443035174
23.766513075420203,90.37425788402079,50,2,0.9550746398609526
23.76606869588622,90.36447389776248,50,2,0.8236881259568809
23.763054951067325,90.35819969680529,50,2,0.967628518372888
23.757151195385134,90.38775192868485,50,2,0.878000281237374
23.76001665305302,90.38574004547407,50,2,0.8384834420758652
23.76516134148484,90.37868700545597,50,2,0.845876606605255
23.743669565009593,90.38908126834852,50,2,0.9828016706419527
23.75382687829664,90.35142752026132,50,2,1.005558698213392
23.763736525479086,90.38140054931631,50,2,1.0265124329702733
23.76683457953687,90.36890353892517,50,2,0.9278154304078741
23.73172316620611,90.3646051521916,50,2,0.9120452542074052
23.735263443034185,90.35754666071767,50,2,0.9686061872680237
23.733938507855655,90.3947858312827,50,3,0.8585495343841218
23.748934057601232,90.39975044936709,50,3,0.8931463643581159
23.774779605501212,90.3785748413224,50,3,0.888161228240474
