lat,lng,altitude,tower_distance,signal_strength
23.74891546056333,90.37025977074644,40,1,-51.02945431280528
23.748920482275874,90.3703436533861,40,1,-52.12580261117441
23.748912235528266,90.37035494665999,40,1,-49.92700790244292
23.748905398640773,90.37030989686336,40,1,-52.048618862361245
23.74890542152514,90.37031188694857,40,1,-50.323507728847865
23.74892002025875,90.3702700214292,40,1,-52.86329525690286
23.74892205177193,90.37028231779101,40,1,-49.200856391907365
23.74890612322049,90.37032703950563,40,1,-52.566315920334745
23.748905488954165,90.37031502793282,40,1,-49.83259642618933
23.748919630309928,90.37034736192534,40,1,-49.28318359047591
23.748908546736264,90.37034474309377,40,1,-53.33694555935717
23.74891193638397,90.37035451887306,40,1,-47.397181874903666
23.74890615091785,90.37028841749553,40,1,-50.958703789921344
23.74890820683456,90.37034309813285,40,1,-51.86856608350657
23.748909470572443,90.37034846741581,40,1,-50.800024852816904
23.748909213674217,90.37034752958122,40,1,-51.349749355646175
23.74892272898956,90.37032637237161,40,1,-49.98913018626344
23.748923245440082,90.37031709361129,40,1,-52.89297093434554
23.748919381298077,90.37034828362296,40,1,-53.31200014047968
23.748922739130364,90.37032623948032,40,1,-51.39409626442003
23.748920778990797,90.37034212417373,40,1,-49.632609928756146
23.74890664771445,90.37033259085605,40,1,-49.03884553301298
23.74890549241401,90.37031515201197,40,1,-52.92396831086732
23.74890602821619,90.3703258037403,40,1,-47.13314401402607
23.748916359292327,90.37026059380405,40,1,-52.15972987948052
23.74891834210744,90.37035148001203,40,1,-51.086654562961385
23.74892096656311,90.3702747184256,40,1,-50.091248264735135
23.748921054685308,90.37034056951558,40,1,-49.36422510971608
23.748906873376846,90.37033453505146,40,1,-50.32984668484085
23.7489134887387,90.37025968231208,40,1,-46.573955557008865
23.748909992281455,90.3703501693562,40,1,-51.44069961759232
23.748909691504362,90.37034921999089,40,1,-53.01189876499612
23.748912282817464,90.37035500889756,40,1,-52.56901048723356
23.748909019366277,90.37034677260216,40,1,-52.18323379975295
23.74890768014873,90.37027561885023,40,1,-49.85560952692237
23.748921913109445,90.37033464524566,40,1,-52.15036405731239
23.74891476450337,90.37035632657646,40,1,-51.79457418771621
23.748922387390092,90.37033031740982,40,1,-51.488540163368604
23.74891666546619,90.37026099115548,40,1,-51.47232603616099
23.74890814904214,90.37027299879183,40,1,-50.56351087784337
23.748906106562966,90.3702889703353,40,1,-46.36345936543785
23.748906055935436,90.3703261744112,40,1,-50.94246595100503
23.748905430582212,90.3703124387661,40,1,-51.60709678325538
23.748914047328256,90.37035632911198,40,1,-49.14750237478014
23.748910245818664,90.3703509060938,40,1,-50.07551531318755
23.74892219449291,90.37033220323275,40,1,-49.37211193540668
23.748908338549857,90.37034375559993,40,1,-49.99606609463344
23.748922913971146,90.3702920552387,40,1,-50.310709173152624
23.74892337454779,90.37030366488099,40,1,-48.6714529477191
23.748906729104696,90.37033331591765,40,1,-50.65485193758677
23.748917049547394,90.37035422282874,40,1,-52.40422662859228
23.748911573540035,90.37026188080382,40,1,-48.98371655709533
23.748923162919297,90.37031915062151,40,1,-52.43665212006231
23.74892292359628,90.3702922057229,40,1,-48.650134219561075
23.74891881267774,90.37026564562152,40,1,-54.077021319846644
23.74892264211629,90.3702883323564,40,1,-51.18378791639426
23.74892105140915,90.37027521118078,40,1,-49.69405556906756
23.74891047979492,90.37026426284481,40,1,-53.938196859547546
23.74890539494055,90.37030933496992,40,1,-50.95181657135542
23.748907110070792,90.37033637673431,40,1,-51.96573579798039
23.74891201074668,90.3702611692434,40,1,-50.76520348335997
23.748918824754796,90.37035011781072,40,1,-51.93366880243213
23.748905828396186,90.3702929816263,40,1,-46.664595898359245
23.748912964445275,90.37035574699463,40,1,-53.22972376797514
23.748917355746812,90.37026211648096,40,1,-50.92879410336639
23.74891591549854,90.37026012441,40,1,-50.087449910598856
23.74891676787165,90.37035466224366,40,1,-48.54711193989916
23.74890583696126,90.37029283994187,40,1,-50.96260249130536
23.74892044011194,90.3703438596656,40,1,-49.1171140128163
23.748910217174128,90.37035082566284,40,1,-52.35454037605369
23.748906720235997,90.3703332382858,40,1,-53.46401779744537
23.748905417173606,90.37030420761695,40,1,-50.12609113516502
23.7489059854277,90.37029058653344,40,1,-51.55218159866161
